Stationcode,Locations,Lat,Lon,Capitalcity,State,Temperature,D.O,pH,Conductivity,B.O.D,Nitrate,Fecalcaliform,Totalcaliform,class,Unnamed: 15
2181,"GODAVARI AT KAPILA- GODAVARI CONFLUENCE POINT, TAPOVAN.",19.1826848,72.8594865,Mumbai,MAHARASHTRA,25.6,3.9,7.4,571,13.9,2.84,35,165.0,yes,
2180,GODAVARI RIVER NEAR TAPOVAN,19.1826848,72.8594865,Mumbai,MAHARASHTRA,25.6,4.2,7.5,511,12.9,2.81,45,194.0,yes,
1096,GODAVARI AT PANCHAVATI AT RAMKUND,18.5503581,75.714978,Mumbai,MAHARASHTRA,26.0,5.2,7.5,344,9.5,1.88,28,160.0,yes,
1211,GODAVARI AT NASIK D/S,19.9974533,73.7898023,Mumbai,MAHARASHTRA,25.8,4.8,7.3,383,11.2,1.89,25,103.0,yes,
1095,"GODAVARI AT U/S OF GANGAPUR DAM,NASIK",19.9974533,73.7898023,Mumbai,MAHARASHTRA,25.0,6.5,7.5,201,4.2,1.27,11,34.0,yes,
2160,"GODAVARI AT U/S OF AURANGABAD RESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE.",19.8761653,75.3433139,Mumbai,MAHARASHTRA,28.4,6.3,8.1,970,4.8,1.35,3,85.0,no,
2158,GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE AT JAYAKWADI .,19.4779213,75.3656298,Mumbai,MAHARASHTRA,27.3,6.8,8.1,537,4.4,1.23,3,84.0,no,
2159,GODAVARI  AT D/S OF PAITHAN AT PATHEGAON BRIDGE.,19.46651,75.3975,Mumbai,MAHARASHTRA,27.4,6.4,8.1,733,5.1,1.87,3,98.0,no,
2161,"GODAVARI AT JALNA INTAKE WATER PUMP HOUSE, SHAHABAD.",18.958037,72.820653,Mumbai,MAHARASHTRA,27.6,6.1,8.0,935,6.2,2.10,3,83.0,yes,
12,GODAVARI AT DHALEGAON,19.2529872,76.4335092,Mumbai,MAHARASHTRA,25.6,6.6,7.9,642,4.9,1.40,2,76.0,yes,
1210,GODAVARI AT NANDED,19.1605101,77.3105444,Mumbai,MAHARASHTRA,29.7,6.6,8.1,582,4.4,1.52,3,103.0,no,
1209,GODAVARI AT RAHER,34.0973756,74.8271654,Mumbai,MAHARASHTRA,30.2,6.2,8.1,569,4.5,1.81,3,103.0,no,
2157,GODAVARI AT LATUR WATER INTAKE NEAR PUMP HOUSE AT DHAMEGAON.,19.7297859,73.7577867,Mumbai,MAHARASHTRA,27.4,6.8,7.8,432,4.2,1.05,3,82.0,yes,
2360,"GODAVARI AT BASARA, ADILABAD",19.0809075,79.5603439,Hyderabad,ANDHRA PRADESH,26.6,5.7,8.1,477,2.2,1.78,14,188.0,no,
2361,"GODAVARI  AT MANCHERIAL, NEAR RLY BDG B/C OF RALLAVAGU",19.0623704,72.8410241,Hyderabad,ANDHRA PRADESH,24.8,8.0,8.0,481,2.3,0.31,76,854.0,no,
2362,"GODAVARI AT RAMAGUNDAM D/S, NEAR FCI INTAKE WELL, KARIMNAGAR",18.4385553,79.1288412,Hyderabad,ANDHRA PRADESH,24.8,8.6,8.2,522,3.1,0.30,26,1056.0,no,
2363,"GODAVARI AT GODAVARIKHANI, NEAR BATHING GHAT, KARIMNAGAR",18.4385553,79.1288412,Hyderabad,ANDHRA PRADESH,24.8,7.7,8.1,565,4.8,0.80,265,1600.0,no,
2364,"GODAVARI AT RAMAGUNDAM U/S , KARIMNAGAR",18.4385553,79.1288412,Hyderabad,ANDHRA PRADESH,24.6,8.0,8.2,480,2.2,0.28,127,1182.0,no,
2356,"GODAVARI,  D/S OF RAMANUGUNDAM",18.7595503,79.4816378,Hyderabad,ANDHRA PRADESH,24.9,7.9,8.1,514,3.2,0.27,43,1600.0,no,
2365,"GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL, WARANGAL",17.9689008,79.5940544,Hyderabad,ANDHRA PRADESH,26.5,6.8,7.9,338,1.7,0.23,98,1196.0,yes,
2366,"GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL",17.9689008,79.5940544,Hyderabad,ANDHRA PRADESH,27.6,6.5,8.0,342,1.5,0.30,161,1188.0,no,
13,GODAVARI AT MANCHERIAL,18.8755953,79.4591378,Hyderabad,ANDHRA PRADESH,25.1,8.1,8.2,481,2.3,0.26,89,1380.0,no,
2367,"GODAVARI AT BHADRACHALAM U/S BATHING GHAT, KHAMMAM",17.2472528,80.1514446,Hyderabad,ANDHRA PRADESH,20.0,5.5,7.7,331,0.6,0.26,4,1200.0,yes,
2368,"GODAVARI AT BHADRACHALAM D/S BATHING GHAT, KHAMMAM",17.2472528,80.1514446,Hyderabad,ANDHRA PRADESH,20.0,5.7,7.6,344,0.7,0.27,5,1308.0,yes,
2369,"GODAVARI AT BURGAMPAHAD, KHAMMAM",17.2472528,80.1514446,Hyderabad,ANDHRA PRADESH,20.0,5.0,7.1,671,0.7,0.32,5,1325.0,yes,
2370,GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL,17.0005383,81.8040344,Hyderabad,ANDHRA PRADESH,26.3,6.4,7.5,255,1.1,1.74,3,525.0,yes,
14,GODAVARI AT POLAVARAM,17.2478932,81.6432353,Hyderabad,ANDHRA PRADESH,26.2,6.7,7.8,244,1.0,1.20,3,330.0,yes,
1218,GODAVARI AT RAJAHMUNDRY U/S,17.0005383,81.8040344,Hyderabad,ANDHRA PRADESH,25.6,6.4,7.7,248,1.1,1.49,3,428.0,yes,
2371,GODAVARI AT RAJAMUNDRY D/S OF NALLA CHANNEL,17.0005383,81.8040344,Hyderabad,ANDHRA PRADESH,26.4,6.2,7.4,268,1.2,1.96,3,984.0,yes,
1219,GODAVARI AT RAJAHMUNDRY D/S,17.0005383,81.8040344,Hyderabad,ANDHRA PRADESH,25.6,6.3,7.6,307,1.3,1.90,3,793.0,yes,
1854,"INDRAVATI A/C DANTEWADA RIVER, NELSONNAR, DANTEWADA.",18.8456296,81.3839325,Raipur,CHHATTISGARH,25.8,7.7,7.6,,1.2,,,7.0,yes,
1856,SHANKNI A/C DANKANI RIVER ,18.8456296,81.3839325,Raipur,CHHATTISGARH,25.8,7.7,7.7,,1.2,,,10.0,yes,
2673,"MANJRA AT D/S OF LATUR, NEAR LATUR- NANDED BRIDGE ",18.4087934,76.5603828,Mumbai,MAHARASHTRA,27.4,6.0,8.0,540,4.7,1.88,3,100.0,yes,
2374,MANJEERA AT GOWDICHARLA B/C WITH NAKKAVAGU,17.6387282,78.1486044,Hyderabad,ANDHRA PRADESH,26.3,6.2,8.2,394,1.9,0.79,10,106.0,no,
2375,MANJEERA AT GOWDICHARLA A/C WITH NAKKAVAGU,17.6387282,78.1486044,Hyderabad,ANDHRA PRADESH,26.5,5.6,7.7,652,3.2,3.44,25,149.0,yes,
1781,MANJEERA NR GANAPATHI SUGARS ,17.6387282,78.1486044,Hyderabad,ANDHRA PRADESH,26.8,5.8,8.1,421,2.2,0.72,26,186.0,no,
1157,MANJERA AT RAIPALLU,17.6387282,78.1486044,Hyderabad,ANDHRA PRADESH,26.8,5.3,8.1,393,2.2,0.92,15,148.0,no,
1891,MANJIRA AT D/S IN INTAKE POINT TO BIDAR CITY,17.6387282,78.1486044,Bengaluru,KARNATAKA,27.3,7.9,7.9,,2.1,0.66,489,1396.0,yes,
1215,MANER AT WARANGAL U/S,17.9689008,79.5940544,Hyderabad,ANDHRA PRADESH,30.5,7.0,7.9,492,4.2,3.00,543,1160.0,yes,
1158,MANER AT SOMNAPALLI,16.483167,81.8514639,Hyderabad,ANDHRA PRADESH,24.5,8.9,8.1,430,2.6,0.30,96,1130.0,no,
2719,"WARDHA AT D/S OF ERAI RIVER, HADASTI, CHANDRAPUR",18.953437,72.841544,Mumbai,MAHARASHTRA,20.2,5.5,7.8,791,14.9,3.75,173,238.0,yes,
2720,"WARDHA AT U/S OF ERAI RIVER HADASTI,CHANDRAPUR",18.953437,72.841544,Mumbai,MAHARASHTRA,20.2,6.0,8.0,697,6.0,2.20,64,139.0,yes,
2721,"WARDHA AT U/S OF ACC GHUGGUS. ,CHANDRAPUR",18.953437,72.841544,Mumbai,MAHARASHTRA,19.0,5.9,7.8,621,5.3,1.31,49,121.0,yes,
2174,WARDHA D/S OF ACC GHUGGUS.,18.953437,72.841544,Mumbai,MAHARASHTRA,19.5,5.3,7.8,654,6.2,1.29,62,163.0,yes,
2156,WARDHA AT CONFLUENCE POINT OF PENGANGA & WARDHA AT JUAD.,20.5162956,76.0380506,Mumbai,MAHARASHTRA,20.0,5.5,7.9,893,6.6,2.43,51,117.0,yes,
1212,WARDHA AT RAJURA BRIDGE,19.7760932,79.3549454,Mumbai,MAHARASHTRA,18.2,5.8,8.0,554,5.4,1.30,69,155.0,yes,
1213,WAINGANGA AT BALAGHAT,21.812876,80.183829,Bhopal,MADHYA PRADESH,21.5,7.8,7.6,505,1.7,0.98,,81.0,yes,
1214,WAINGANGA AT CHINDWARA,22.057437,78.938172,Bhopal,MADHYA PRADESH,22.5,7.8,7.5,495,1.9,0.99,,100.0,yes,
1910,WAINGANGA A/ C WITH KANHAN,22.057437,78.938172,Mumbai,MAHARASHTRA,21.6,6.1,8.0,562,5.3,1.92,66,194.0,yes,
2173,WAINGANGA U/S OF ELLORA PAPER MILL.,21.1440674,79.0835141,Mumbai,MAHARASHTRA,22.5,5.9,8.0,495,5.0,1.24,69,186.0,yes,
2172,WAINGANGA D/S OF ELLORA PAPER MILL.,21.1440674,79.0835141,Mumbai,MAHARASHTRA,23.0,5.3,7.9,541,6.2,1.40,85,235.0,yes,
2175,"WAINGANGA U/S OF GAURAV PAPER MILLS, NEAR JACKWELL.",21.2440606,81.6504253,Mumbai,MAHARASHTRA,19.1,5.9,7.9,573,5.3,1.46,64,152.0,yes,
2176,"WAINGANGA D/S OF GAURAV PAPER MILLS, NEAR JACKWELL.",21.2440606,81.6504253,Mumbai,MAHARASHTRA,18.3,5.4,7.9,622,6.7,1.47,99,248.0,yes,
11,WAINGANGA  AT ASHTI,18.8043913,75.1680394,Mumbai,MAHARASHTRA,19.7,6.0,7.8,644,5.0,1.34,84,200.0,yes,
1908,KOLAR B/C TO KANHAN AT KAMPTEE,21.2275312,79.1900834,Mumbai,MAHARASHTRA,22.2,5.5,7.9,740,5.4,1.66,89,184.0,yes,
1909,KANHAN D/S OF NAGPUR,21.1458004,79.0881546,Mumbai,MAHARASHTRA,21.7,5.3,7.8,688,7.2,1.27,51,178.0,yes,
2170,"KANHAN U/S OF M/S VIDHARBHA PAPER MILL, SINORA.",21.2894283,77.918174,Mumbai,MAHARASHTRA,20.8,5.6,7.9,561,5.6,1.48,55,145.0,yes,
2171,"KANHAN D/S OF M/S VIDHARBHA PAPER MILL, SINORA.",21.2894283,77.918174,Mumbai,MAHARASHTRA,21.9,5.0,7.9,591,6.6,1.68,82,245.0,yes,
1913,PURNA AT DHUPESHWAR,22.782275,86.146974,Mumbai,MAHARASHTRA,20.6,5.4,8.1,895,6.9,2.14,91,284.0,no,
2700,"PURNA NR ACHALPUR-AMRAVATI RD BDG, ASEGAON, CHANDUR BAZAR, AMRAVATI",21.2338919,77.7394855,Mumbai,MAHARASHTRA,19.6,6.2,8.4,780,4.9,2.05,94,224.0,no,
1315,NIRA AT PULGAON COTTON MILL,20.7237577,78.3216328,Mumbai,MAHARASHTRA,21.2,5.8,8.0,524,5.9,1.39,63,207.0,no,
2372,"KINNERASANI A/C OF KTPS ASH POND EFFLUENTS, KHAMMAM",17.2472528,80.1514446,Hyderabad,ANDHRA PRADESH,20.0,5.9,7.7,431,0.6,0.33,5,1250.0,yes,
2373,"SABARI AT KUNAVARAM, KHAMMAM",17.2472528,80.1514446,Hyderabad,ANDHRA PRADESH,20.3,6.1,7.3,119,0.5,0.10,2,200.0,yes,
2657,"BINDUSARA AT BEED, NR INTAKE WATER PUMP HOUSE DAM ",18.9890893,75.7600784,Mumbai,MAHARASHTRA,26.2,6.6,7.9,861,4.4,2.42,4,113.0,yes,
2660,"DARNA AT CHEHEDI PUMPING ST, ",20.000747,73.9363495,Mumbai,MAHARASHTRA,25.7,6.2,7.7,330,5.0,1.13,15,38.0,yes,
2661,"DARNA ASWALI (DARNA DAM), LGATPURI, NASHIK",19.9974533,73.7898023,Mumbai,MAHARASHTRA,25.1,6.2,7.6,267,4.6,1.06,11,30.0,yes,
2662,"DARNA AT MES SITE PUMPING STATION, BHAGUR, NASHIK",19.881523,73.838965,Mumbai,MAHARASHTRA,25.1,6.3,7.8,197,4.2,1.27,18,44.0,yes,
2663,"DARNA RIVER AT BHAGUR PUMPING STATION NR PANDHURLI BDG, BHAGUR, NASHIK",19.881523,73.838965,Mumbai,MAHARASHTRA,25.2,6.4,7.7,261,3.9,1.44,13,36.0,yes,
2664,"DARNA AT SANSARI , NASHIK",19.881523,73.838965,Mumbai,MAHARASHTRA,25.4,6.1,7.6,287,5.0,1.87,16,40.0,yes,
2697,"PENGANGA NEAR WATER SUPPLY SCHEME OF UMARKHED MC BELKHED, UMARKHED, YAVATMAL",19.5975885,77.6916128,Mumbai,MAHARASHTRA,20.0,5.7,7.9,760,5.6,1.78,34,96.0,yes,
50,CAUVERY AT METTUR,11.7862533,77.8007853,Chennai,TAMILNADU,27.9,6.5,8.1,417,1.5,0.20,166,334.0,no,
1322,CAUVERY AT 1KM. D/S OF BHAVANI RIVER CONFL,11.4813272,77.2555803,Chennai,TAMILNADU,28.4,6.2,8.0,475,1.1,0.25,163,324.0,no,
51,CAUVERY AT PALLIPPALAYAM,11.3749976,77.7509302,Chennai,TAMILNADU,26.7,6.7,7.9,425,1.2,0.20,307,543.0,yes,
1320,CAUVERY AT ERODE NEAR CHIRAPALAYAM,11.093394,77.843517,Chennai,TAMILNADU,28.5,5.6,7.7,475,1.7,0.25,388,673.0,yes,
1323,CAUVERY AT VELORE NEAR KATTIPALAYAM,11.5087638,78.0673326,Chennai,TAMILNADU,26.2,6.9,7.9,442,1.3,0.17,171,347.0,yes,
3015,"CAUVERY AT PUGALUR, KARUR",11.5087638,78.0673326,Chennai,TAMILNADU,28.9,7.4,8.2,727,1.2,0.22,161,323.0,no,
1324,CAUVERY AT MOHANUR NEAR PATTAIPALAYAM,11.0598753,78.1421904,Chennai,TAMILNADU,25.8,6.8,7.8,500,1.3,0.16,177,368.0,yes,
1451,CAUVERY AT THIRUMUKKUDAL-CONFL. PT.OF R. AMRAVATI,10.9644458,78.1779862,Chennai,TAMILNADU,28.0,6.5,8.1,635,0.8,0.17,160,325.0,no,
31,CAUVERY AT MUSIRI,10.9548837,78.443932,Chennai,TAMILNADU,28.3,8.0,8.1,598,0.9,0.18,144,303.0,no,
3016,"CAUVERY AT PETTAIVAITHALAI, TRICHY",10.901053,78.489401,Chennai,TAMILNADU,27.8,7.6,7.8,670,0.9,0.23,151,305.0,yes,
1202,CAUVERY AT TIRUCHIRAPPALLI U/S,10.7904833,78.7046725,Chennai,TAMILNADU,27.6,7.6,8.2,576,0.8,0.20,144,287.0,no,
1325,CAUVERY AT TIRUCHIRAPPALLI D/S,10.7904833,78.7046725,Chennai,TAMILNADU,26.6,6.1,8.0,739,1.9,0.16,255,460.0,no,
1203,"CAUVERY AT TRICHY,GRAND ANAICUT",10.7904833,78.7046725,Chennai,TAMILNADU,26.0,6.4,8.1,752,1.9,0.20,300,503.0,no,
1206,CAUVERY AT THANJAVUR,10.7869994,79.1378273,Chennai,TAMILNADU,28.2,6.5,8.0,657,1.3,0.21,154,317.0,no,
3018,"CAUVERY AT MAYILADUTHURAI, NAGAPATTINAM",11.1018399,79.6522218,Chennai,TAMILNADU,24.3,6.8,8.1,576,1.9,0.22,165,319.0,no,
3012,"CAUVERY AT KOMARAPALAYAM, NAMAKAL",11.4466642,77.6943353,Chennai,TAMILNADU,26.8,6.4,7.8,431,1.3,0.25,178,348.0,yes,
3013,"CAUVERY AT URRACHIKOTTAI, ERODE",10.5082216,77.2286601,Chennai,TAMILNADU,27.5,5.8,7.9,290,1.2,0.19,134,288.0,yes,
3014,"CAUVERY AT VAIRAPALAYAM, NAMAKAL",11.3590264,77.718739,Chennai,TAMILNADU,26.9,6.9,7.8,399,1.9,0.21,169,352.0,yes,
3017,"CAUVERY AT KUMBAKONAM, THANJAVUR",10.7869994,79.1378273,Chennai,TAMILNADU,27.5,7.0,8.1,513,1.7,0.22,182,864.0,no,
1326,CAUVERY AT COLEROON,11.1116748,79.2079168,Chennai,TAMILNADU,31.5,8.1,8.0,1133,0.8,0.20,148,303.0,no,
1327,CAUVERY AT PITCHAVARAM,11.4225542,79.7748374,Chennai,TAMILNADU,31.8,7.8,8.1,1073,1.6,0.16,148,288.0,no,
1893,YAGACHI NEAR PUMPING STATION. HASSAN CITY,12.9682208,80.1445225,Bengaluru,KARNATAKA,25.0,7.3,7.8,345,1.3,0.12,798,1600.0,yes,
1199,HEMAVATI AT D/S OF HOLENARASIPURA TOWN AT RAMADEVALA WEIR,12.784906,76.243566,Bengaluru,KARNATAKA,24.3,7.1,7.6,325,1.3,0.15,815,1600.0,yes,
1200,"SHIMSHA AT D/S OF HIGHWAY BRIDGE, YEDIYAR",12.9311652,77.5723302,Bengaluru,KARNATAKA,28.3,6.7,7.5,571,2.5,1.38,19,39.0,yes,
1166,"SHIMSHA AT D/S OF BRIDGE, HALAGUR",12.422764,77.226145,Bengaluru,KARNATAKA,27.0,7.1,8.3,556,1.0,0.71,1600,1600.0,no,
1165,ARKAVATHI AT D/S OF KANAKAPURA TOWN,12.546222,77.419875,Bengaluru,KARNATAKA,27.0,3.7,7.7,1000,2.1,21.34,30,70.0,yes,
2778,ARKAVATHI AT T.G. HALLI RESERVOIR,12.9742475,77.3475174,Bengaluru,KARNATAKA,26.5,6.1,8.2,934,3.6,3.37,17,54.0,no,
2779,ARKAVATHI AT HESARAGHATTA RESERVOIR,13.15,77.49,Bengaluru,KARNATAKA,25.5,9.9,9.6,545,2.5,5.76,9,18.0,no,
1196,LAKSHMANTIRTHA  AT D/S OF HUNSUR TOWN,12.3009419,76.2884592,Bengaluru,KARNATAKA,26.5,4.5,7.6,502,3.0,0.74,1600,1600.0,yes,
2772,LAKSHMANTIRTHA  AT D/S OF KATTEMALAVADI,12.3009419,76.2884592,Bengaluru,KARNATAKA,27.7,4.3,7.8,557,2.7,0.96,1600,1600.0,yes,
1207,KABBANI AT MUTHANKARA,11.982072,76.377185,Thiruvananthapuram,KERALA,24.6,6.7,7.0,76,0.7,0.32,283,435.0,yes,
1197,KABBANI AT SARAGUR VILLAGE D/S,12.0071037,76.3897733,Bengaluru,KARNATAKA,24.8,6.8,8.1,146,1.0,0.17,1600,1600.0,no,
41,KABBANI AT CAUSE WAY  SATTUR,15.4153155,75.0435916,Bengaluru,KARNATAKA,26.5,6.9,8.0,282,1.0,0.35,1600,1600.0,yes,
1445,KABBANI AT WATER INTAKE OF KIADB AT NANJANGUD,12.1199769,76.6800929,Bengaluru,KARNATAKA,26.8,7.4,8.0,295,1.0,0.36,1600,1600.0,yes,
2775,"KABINI AT BATHING GHAT, NANJANAGUD",12.1199769,76.6800929,Bengaluru,KARNATAKA,26.7,5.8,7.6,277,1.9,0.43,1600,1600.0,yes,
1208,BHAVANI AT ELACHIVAZHY,11.1839864,76.7037078,Thiruvananthapuram,KERALA,24.6,7.1,7.3,110,0.4,0.31,195,315.0,yes,
1201,BHAVANI AT PATHIRAKALIAMMAN KOIL,9.744362,77.290796,Chennai,TAMILNADU,26.2,8.1,8.1,276,0.8,0.29,107,220.0,no,
1204,BHAVANI AT SIRUMUGAI,11.3181162,77.0132642,Chennai,TAMILNADU,26.3,8.0,8.0,193,0.9,0.18,102,219.0,no,
1321,BHAVANI AT BHAVANI SAGAR,11.4709508,77.1142816,Chennai,TAMILNADU,27.6,6.7,8.0,255,1.0,0.18,129,285.0,yes,
1205,BHAVANI AT BHAVANI,11.4500967,77.6822442,Chennai,TAMILNADU,27.6,5.9,8.0,343,1.3,0.17,168,348.0,yes,
3019,"BHAVANI AT D/S OF BHAVANISAGAR, SATHYAMANGALAM, ERODE",11.504776,77.238394,Chennai,TAMILNADU,27.4,6.7,7.9,237,0.9,0.16,141,278.0,yes,
1319,AMRAVATI AT 1KM D/S FROM EFF.DIS. PT. AT MADHUTHUKKULAM,10.5595839,77.365461,Chennai,TAMILNADU,25.2,7.6,7.9,186,1.0,0.15,101,211.0,yes,
3020,"U/S OF KALINGARAYAN CANAL (B5), ERODE",11.2525374,77.8001197,Chennai,TAMILNADU,28.1,5.8,8.0,423,1.3,0.26,145,289.0,yes,
3021,"D/S OF KALINGARAYAN CANAL (B10), ERODE",11.2525374,77.8001197,Chennai,TAMILNADU,28.2,5.1,7.9,501,1.8,0.21,177,369.0,yes,
3024,"SARABANGA AT SALEM, D/S OF TEXTILE DYEING INDUSTRIES EFFLUENT",11.5823377,77.8421581,Chennai,TAMILNADU,27.9,2.9,7.6,3413,35.0,0.43,180667,306750.0,yes,
3022,"THIRUMANIMUTHAR AT SALEM,  D/S OF SAGO & TEXTILE DYING INDUSTRIES",11.6759949,78.1915908,Chennai,TAMILNADU,27.6,2.0,7.5,2306,40.3,0.51,209617,351617.0,yes,
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",12.6950325,78.6218853,Chennai,TAMIL NADU,28.4,6.3,7.6,830,1.8,0.24,738,2020.0,yes,
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",8.71313,77.365461,Chennai,TAMIL NADU,24.0,7.4,7.6,104,1.2,0.09,37,94.0,yes,
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",8.6747284,77.565838,Chennai,TAMIL NADU,25.6,7.1,7.7,103,1.2,0.21,63,131.0,yes,
1161,"TAMBIRAPARANI AT TIRUNELVELI, COLLECTORATE,TAMILNADU.",8.6967761,77.721515,Chennai,TAMIL NADU,26.4,6.4,7.7,140,2.0,0.16,192,368.0,yes,
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",8.7170199,77.831725,Chennai,TAMIL NADU,29.4,6.6,7.0,342,1.3,0.11,52,103.0,yes,
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",8.7791961,77.425014,Chennai,TAMIL NADU,25.2,7.2,7.7,87,1.1,0.14,49,113.0,yes,
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",8.709317,77.452986,Chennai,TAMIL NADU,24.1,7.2,7.5,88,1.1,0.12,41,96.0,yes,
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",8.5681265,78.093717,Chennai,TAMIL NADU,29.0,6.9,7.6,787,3.2,0.14,82,178.0,yes,
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNADU",8.6266415,78.023819,Chennai,TAMIL NADU,29.3,6.9,7.2,338,1.3,0.13,70,135.0,yes,
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNADU",8.682952,77.465075,Chennai,TAMIL NADU,24.3,7.6,7.6,86,1.7,0.10,45,103.0,yes,
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU",8.6312152,77.91246,Chennai,TAMIL NADU,29.3,6.4,7.0,264,1.3,0.13,82,160.0,yes,
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNADU",10.9459614,77.7125767,Chennai,TAMIL NADU,26.8,6.2,7.6,170,1.8,0.23,133,277.0,yes,
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",8.933913,77.27804,Chennai,TAMIL NADU,27.0,6.3,7.6,200,2.0,1.42,143,298.0,yes,
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNADU",11.699105,78.163524,Chennai,TAMIL NADU,30.0,2.5,7.3,1761,139.8,0.40,278417,472250.0,yes,
1385,SASTHAMCOTTA LAKE,9.03559,76.63693,Thiruvananthapuram,KERALA,27.1,6.6,6.9,56,0.5,0.40,190,550.0,yes,
1441,ASHTHAMUDI LAKE AT QUILON,8.9591853,76.57772,Thiruvananthapuram,KERALA,27.7,5.3,7.5,20434,2.5,1.22,170,468.0,yes,
1574,PARAVUR,8.814188,76.66726,Thiruvananthapuram,KERALA,27.4,6.2,7.3,8862,1.6,0.84,158,480.0,yes,
1575,KOCHI (OIL TANKER JETTY),9.9312328,76.267304,Thiruvananthapuram,KERALA,29.0,5.1,7.5,25948,2.4,0.41,1150,3575.0,yes,
1576,THEKKADY,9.6031088,77.161458,Thiruvananthapuram,KERALA,25.6,6.9,7.4,42,0.5,0.15,900,1400.0,yes,
1577,KODUNGALLOOR,10.2244299,76.1977736,Thiruvananthapuram,KERALA,28.0,6.3,7.3,18554,1.8,0.32,1248,1950.0,yes,
1578,KAYAMKULAM,9.1843659,76.515155,Thiruvananthapuram,KERALA,26.8,6.1,7.0,25325,2.6,0.12,245,600.0,yes,
1579,ALAPPUZHA,9.498066,76.33884,Thiruvananthapuram,KERALA,26.1,5.9,6.7,477,2.0,0.25,725,2425.0,yes,
1580,POOKOTE,11.5424566,76.0272233,Thiruvananthapuram,KERALA,23.9,6.7,6.5,25,0.8,0.08,6,40.0,yes,
2312,VEMBANADU AT PATHIRAMANAL (ALAPPUZHA),9.6188401,76.385285,Thiruvananthapuram,KERALA,26.6,6.8,6.8,740,1.6,0.20,193,381.0,yes,
2318,PAZHASSI RESERVOIR (KANNUR),11.8744775,75.3703662,Thiruvananthapuram,KERALA,29.0,7.5,7.4,51,1.0,0.15,76,283.0,yes,
2325,POND AT (PADMANABHA) SREE PADMANABHA SWAMY TEMPLE (TVPM),8.4827779,76.9435906,Thiruvananthapuram,KERALA,27.8,7.5,7.6,244,3.3,0.13,503,1525.0,yes,
2328,RSVR AT MALAMPUZHA,10.8280802,76.7368037,Thiruvananthapuram,KERALA,25.5,7.1,7.5,96,0.6,0.15,406,885.0,yes,
2329,RSVR AT BHOOTHATHANKETU,10.1334101,76.6626344,Thiruvananthapuram,KERALA,26.2,7.9,7.1,27,1.0,0.09,57,170.0,yes,
2330,RSVR AT EDAMALAYAR,10.2107896,76.7113372,Thiruvananthapuram,KERALA,27.8,8.0,7.1,25,1.0,0.79,101,183.0,yes,
1396,OSTERI LAKE,11.9577385,79.7455956,Pondicherry,PONDICHERRY,29.5,30.4,8.0,231,1.5,0.10,7,170.0,no,
1686,BAHOUR LAKE,11.8251336,79.7371832,Pondicherry,PONDICHERRY,29.0,5.2,8.1,413,1.7,0.05,,,no,
1420,KODAI KANAL LAKE,10.2343586,77.4863295,Chennai,TAMILNADU,19.3,6.5,6.5,111,5.7,0.14,6,12.0,yes,
1421,UDHAGAMADALEM LAKE (OOTY),11.4051576,76.6885526,Chennai,TAMILNADU,18.9,4.8,7.6,407,10.1,0.78,6148,13351.0,yes,
1452,"YERCAUD LAKE, SALEM",11.7841423,78.2102296,Chennai,TAMILNADU,24.5,7.7,8.0,249,1.5,0.40,186,371.0,no,
3007,VEERANAM LAKE AT CUDDALORE,11.3216231,79.5434841,Chennai,TAMILNADU,32.0,7.9,8.3,487,1.5,0.21,137,282.0,no,
3008,POONDI LAKE AT THIRUVALLUR,13.1857721,79.8576828,Chennai,TAMILNADU,,6.0,8.2,562,2.2,0.15,2086,3974.0,no,
3009,REDD HILLS AT THIRUVALLUR,13.2063077,80.0687731,Chennai,TAMILNADU,,6.2,7.9,484,1.9,0.25,2068,5422.0,yes,
